Epoch 1/160: 84it [00:10,  7.66it/s]                        
[epoch 101]: epoch loss = 0.292290,   acc = 0.951469
Epoch 102/160: 84it [00:10,  7.96it/s]                        
2025-06-18 10:56:09.995 | INFO     | model:train:239 - [epoch 102]: epoch loss = 0.288955,   acc = 0.952180
[epoch 102]: epoch loss = 0.288955,   acc = 0.952180
Epoch 103/160: 84it [00:10,  7.96it/s]                        
2025-06-18 10:56:20.629 | INFO     | model:train:239 - [epoch 103]: epoch loss = 0.287153,   acc = 0.952766
[epoch 103]: epoch loss = 0.287153,   acc = 0.952766
Epoch 104/160: 84it [00:10,  7.86it/s]                        
2025-06-18 10:56:31.435 | INFO     | model:train:239 - [epoch 104]: epoch loss = 0.284405,   acc = 0.953110
[epoch 104]: epoch loss = 0.284405,   acc = 0.953110
Epoch 105/160: 84it [00:10,  7.81it/s]                        
2025-06-18 10:56:42.264 | INFO     | model:train:239 - [epoch 105]: epoch loss = 0.284400,   acc = 0.953682
[epoch 105]: epoch loss = 0.284400,   acc = 0.953682
Epoch 106/160: 84it [00:10,  7.80it/s]                        
2025-06-18 10:56:53.145 | INFO     | model:train:239 - [epoch 106]: epoch loss = 0.282588,   acc = 0.953956
[epoch 106]: epoch loss = 0.282588,   acc = 0.953956
Epoch 107/160: 84it [00:10,  7.66it/s]                        
2025-06-18 10:57:04.194 | INFO     | model:train:239 - [epoch 107]: epoch loss = 0.281921,   acc = 0.953803
[epoch 107]: epoch loss = 0.281921,   acc = 0.953803
Epoch 108/160: 84it [00:10,  7.90it/s]                        
2025-06-18 10:57:14.976 | INFO     | model:train:239 - [epoch 108]: epoch loss = 0.281882,   acc = 0.953765
[epoch 108]: epoch loss = 0.281882,   acc = 0.953765
Epoch 109/160: 84it [00:10,  8.10it/s]                        
2025-06-18 10:57:25.435 | INFO     | model:train:239 - [epoch 109]: epoch loss = 0.281186,   acc = 0.953603
[epoch 109]: epoch loss = 0.281186,   acc = 0.953603
Epoch 110/160: 84it [00:10,  8.29it/s]                        
2025-06-18 10:57:35.717 | INFO     | model:train:239 - [epoch 110]: epoch loss = 0.284121,   acc = 0.953595
[epoch 110]: epoch loss = 0.284121,   acc = 0.953595
Epoch 111/160: 84it [00:10,  7.95it/s]                        
2025-06-18 10:57:46.365 | INFO     | model:train:239 - [epoch 111]: epoch loss = 0.275449,   acc = 0.955111
[epoch 111]: epoch loss = 0.275449,   acc = 0.955111
Epoch 112/160: 84it [00:10,  7.94it/s]                        
2025-06-18 10:57:57.072 | INFO     | model:train:239 - [epoch 112]: epoch loss = 0.277118,   acc = 0.955486
[epoch 112]: epoch loss = 0.277118,   acc = 0.955486
Epoch 113/160: 84it [00:10,  7.76it/s]                        
2025-06-18 10:58:07.977 | INFO     | model:train:239 - [epoch 113]: epoch loss = 0.275289,   acc = 0.955222
[epoch 113]: epoch loss = 0.275289,   acc = 0.955222
Epoch 114/160: 84it [00:10,  7.91it/s]                        
2025-06-18 10:58:18.747 | INFO     | model:train:239 - [epoch 114]: epoch loss = 0.272734,   acc = 0.955761
[epoch 114]: epoch loss = 0.272734,   acc = 0.955761
Epoch 115/160: 84it [00:10,  7.70it/s]                        
2025-06-18 10:58:29.739 | INFO     | model:train:239 - [epoch 115]: epoch loss = 0.273172,   acc = 0.955105
[epoch 115]: epoch loss = 0.273172,   acc = 0.955105
Epoch 116/160: 84it [00:10,  7.81it/s]                        
2025-06-18 10:58:40.592 | INFO     | model:train:239 - [epoch 116]: epoch loss = 0.271063,   acc = 0.956023
[epoch 116]: epoch loss = 0.271063,   acc = 0.956023
Epoch 117/160: 84it [00:10,  7.97it/s]                        
2025-06-18 10:58:51.213 | INFO     | model:train:239 - [epoch 117]: epoch loss = 0.270477,   acc = 0.956977
[epoch 117]: epoch loss = 0.270477,   acc = 0.956977
Epoch 118/160: 84it [00:10,  7.81it/s]                        
2025-06-18 10:59:02.109 | INFO     | model:train:239 - [epoch 118]: epoch loss = 0.271482,   acc = 0.956565
[epoch 118]: epoch loss = 0.271482,   acc = 0.956565
Epoch 119/160: 84it [00:10,  7.79it/s]                        
2025-06-18 10:59:13.010 | INFO     | model:train:239 - [epoch 119]: epoch loss = 0.269973,   acc = 0.957140
[epoch 119]: epoch loss = 0.269973,   acc = 0.957140
Epoch 120/160: 84it [00:10,  8.14it/s]                        
2025-06-18 10:59:23.455 | INFO     | model:train:239 - [epoch 120]: epoch loss = 0.270392,   acc = 0.956928
[epoch 120]: epoch loss = 0.270392,   acc = 0.956928
Predicted labels distribution: (array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11]), array([ 8447,  3998,  5119,  6037, 11513, 10993,  7518,  6815,   838,
        1527,   699,  3169]))
True labels distribution: (array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11]), array([ 5732,  5479,  5002,  8100, 11645, 10194,  5049,  6585,  1571,
        1590,  2551,  3175]))
2025-06-18 10:59:23.772 | INFO     | model:train:255 - [epoch 120]: val loss = 3.338592,   val acc = 0.556042,   val balanced acc = 0.510613
[epoch 120]: val loss = 3.338592,   val acc = 0.556042,   val balanced acc = 0.510613
2025-06-18 10:59:23.825 | INFO     | model:train:275 - EarlyStopping counter: 3 out of 3
EarlyStopping counter: 3 out of 3
2025-06-18 10:59:23.825 | INFO     | model:train:277 - Early stopping triggered.
Early stopping triggered.
