Epoch 1/160: 84it [00:10,  7.95it/s]                        
Epoch 102/160: 84it [00:10,  7.85it/s]                        
2025-06-18 10:34:36.961 | INFO     | model:train:239 - [epoch 102]: epoch loss = 0.294240,   acc = 0.951563
[epoch 102]: epoch loss = 0.294240,   acc = 0.951563
Epoch 103/160: 84it [00:10,  8.05it/s]                        
2025-06-18 10:34:47.501 | INFO     | model:train:239 - [epoch 103]: epoch loss = 0.300734,   acc = 0.952078
[epoch 103]: epoch loss = 0.300734,   acc = 0.952078
Epoch 104/160: 84it [00:10,  7.82it/s]                        
2025-06-18 10:34:58.352 | INFO     | model:train:239 - [epoch 104]: epoch loss = 0.290859,   acc = 0.952732
[epoch 104]: epoch loss = 0.290859,   acc = 0.952732
Epoch 105/160: 84it [00:10,  8.06it/s]                        
2025-06-18 10:35:08.880 | INFO     | model:train:239 - [epoch 105]: epoch loss = 0.294328,   acc = 0.952204
[epoch 105]: epoch loss = 0.294328,   acc = 0.952204
Epoch 106/160: 84it [00:10,  8.04it/s]                        
2025-06-18 10:35:19.435 | INFO     | model:train:239 - [epoch 106]: epoch loss = 0.289576,   acc = 0.953023
[epoch 106]: epoch loss = 0.289576,   acc = 0.953023
Epoch 107/160: 84it [00:10,  8.02it/s]                        
2025-06-18 10:35:30.012 | INFO     | model:train:239 - [epoch 107]: epoch loss = 0.288032,   acc = 0.953278
[epoch 107]: epoch loss = 0.288032,   acc = 0.953278
Epoch 108/160: 84it [00:10,  8.03it/s]                        
2025-06-18 10:35:40.601 | INFO     | model:train:239 - [epoch 108]: epoch loss = 0.285157,   acc = 0.954040
[epoch 108]: epoch loss = 0.285157,   acc = 0.954040
Epoch 109/160: 84it [00:10,  7.96it/s]                        
2025-06-18 10:35:51.273 | INFO     | model:train:239 - [epoch 109]: epoch loss = 0.284429,   acc = 0.953924
[epoch 109]: epoch loss = 0.284429,   acc = 0.953924
Epoch 110/160: 84it [00:10,  8.35it/s]                        
2025-06-18 10:36:01.477 | INFO     | model:train:239 - [epoch 110]: epoch loss = 0.286286,   acc = 0.953333
[epoch 110]: epoch loss = 0.286286,   acc = 0.953333
Epoch 111/160: 84it [00:10,  8.07it/s]                        
2025-06-18 10:36:12.004 | INFO     | model:train:239 - [epoch 111]: epoch loss = 0.281157,   acc = 0.954398
[epoch 111]: epoch loss = 0.281157,   acc = 0.954398
Epoch 112/160: 84it [00:10,  7.96it/s]                        
2025-06-18 10:36:22.704 | INFO     | model:train:239 - [epoch 112]: epoch loss = 0.279692,   acc = 0.954938
[epoch 112]: epoch loss = 0.279692,   acc = 0.954938
Epoch 113/160: 84it [00:10,  7.94it/s]                        
2025-06-18 10:36:33.410 | INFO     | model:train:239 - [epoch 113]: epoch loss = 0.280819,   acc = 0.954537
[epoch 113]: epoch loss = 0.280819,   acc = 0.954537
Epoch 114/160: 84it [00:10,  7.91it/s]                        
2025-06-18 10:36:44.165 | INFO     | model:train:239 - [epoch 114]: epoch loss = 0.277016,   acc = 0.954874
[epoch 114]: epoch loss = 0.277016,   acc = 0.954874
Epoch 115/160: 84it [00:10,  8.10it/s]                        
2025-06-18 10:36:54.676 | INFO     | model:train:239 - [epoch 115]: epoch loss = 0.281720,   acc = 0.955082
[epoch 115]: epoch loss = 0.281720,   acc = 0.955082
Epoch 116/160: 84it [00:10,  7.99it/s]                        
2025-06-18 10:37:05.298 | INFO     | model:train:239 - [epoch 116]: epoch loss = 0.277435,   acc = 0.955425
[epoch 116]: epoch loss = 0.277435,   acc = 0.955425
Epoch 117/160: 84it [00:10,  8.14it/s]                        
2025-06-18 10:37:15.756 | INFO     | model:train:239 - [epoch 117]: epoch loss = 0.276517,   acc = 0.956006
[epoch 117]: epoch loss = 0.276517,   acc = 0.956006
Epoch 118/160: 84it [00:10,  8.04it/s]                        
2025-06-18 10:37:26.345 | INFO     | model:train:239 - [epoch 118]: epoch loss = 0.272807,   acc = 0.956549
[epoch 118]: epoch loss = 0.272807,   acc = 0.956549
Epoch 119/160: 84it [00:10,  8.22it/s]                        
2025-06-18 10:37:36.705 | INFO     | model:train:239 - [epoch 119]: epoch loss = 0.273016,   acc = 0.956594
[epoch 119]: epoch loss = 0.273016,   acc = 0.956594
Epoch 120/160: 84it [00:10,  8.15it/s]                        
2025-06-18 10:37:47.154 | INFO     | model:train:239 - [epoch 120]: epoch loss = 0.274173,   acc = 0.956859
[epoch 120]: epoch loss = 0.274173,   acc = 0.956859
Predicted labels distribution: (array([ 0,  1,  2,  3,  4,  5,  6,  7,  9, 10, 11]), array([15241,  6926,  4702,  5552, 11149, 15893,  6175,  6963,  2311,
         309,  3112]))
True labels distribution: (array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11]), array([12500,  6352,  5202,  6561, 11359, 13990,  7155,  6462,   929,
        2084,  1059,  4680]))
2025-06-18 10:37:47.493 | INFO     | model:train:255 - [epoch 120]: val loss = 2.461462,   val acc = 0.626441,   val balanced acc = 0.523959
[epoch 120]: val loss = 2.461462,   val acc = 0.626441,   val balanced acc = 0.523959
2025-06-18 10:37:47.527 | INFO     | model:train:275 - EarlyStopping counter: 3 out of 3
EarlyStopping counter: 3 out of 3
2025-06-18 10:37:47.528 | INFO     | model:train:277 - Early stopping triggered.
Early stopping triggered.
